Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ivana Petrovic;0;22;2;2;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alexandr Romanov;0;85;2;0;Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Blagoy Ivanov;0;44;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Ilia Topuria;1;152;3;0;Featherweight;U-DEC;5;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Josh Emmett;0;87;0;0;Featherweight;U-DEC;5;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Maycee Barber;0;81;0;0;Women's Flyweight;"KO/TKO

      

        Elbows";2;3:42;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Amanda Ribas;0;35;2;0;Women's Flyweight;"KO/TKO

      

        Elbows";2;3:42;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Austen Lane;0;3;0;0;Heavyweight;CNC;1;0:29;nc
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Justin Tafa;0;0;0;0;Heavyweight;CNC;1;0:29;nc
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";David Onama;1;53;0;0;Featherweight;"KO/TKO

      

        Punch";2;4:13;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Gabriel Santos;0;39;2;2;Featherweight;"KO/TKO

      

        Punch";2;4:13;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Brendan Allen;1;30;0;1;Middleweight;"SUB

      

        Rear Naked Choke";1;4:39;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Bruno Silva;0;20;0;0;Middleweight;"SUB

      

        Rear Naked Choke";1;4:39;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Neil Magny;0;29;0;0;Welterweight;S-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Phil Rowe;0;34;1;0;Welterweight;S-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Randy Brown;0;64;2;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Wellington Turman;0;55;0;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Mateusz Rebecki;2;54;1;1;Lightweight;"KO/TKO

      

        Punch";2;2:36;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Loik Radzhabov;0;19;0;0;Lightweight;"KO/TKO

      

        Punch";2;2:36;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Tabatha Ricci;0;100;3;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Gillian Robertson;0;76;1;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Joshua Van;0;120;0;0;Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Zhalgas Zhumagulov;0;103;1;0;Flyweight;S-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Chepe Mariscal;0;71;4;1;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Trevor Peek;0;51;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Jack Jenkins;0;59;1;0;Featherweight;S-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Jamall Emmers;0;57;1;0;Featherweight;S-DEC;3;5:00;lose
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Sedriques Dumas;0;17;0;0;Middleweight;U-DEC;3;5:00;win
UFC Fight Night: Emmett vs. Topuria;"Date:
      
      June 24, 2023";"Location:
      

      Jacksonville, Florida, USA";Cody Brundage;0;3;2;1;Middleweight;U-DEC;3;5:00;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jared Cannonier;0;241;4;0;Middleweight;U-DEC;5;5:00;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Marvin Vettori;0;153;1;0;Middleweight;U-DEC;5;5:00;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Arman Tsarukyan;0;80;4;0;Lightweight;"KO/TKO

      

        Punches";3;3:25;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Joaquim Silva;0;23;0;0;Lightweight;"KO/TKO

      

        Punches";3;3:25;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Armen Petrosyan;0;89;1;0;Middleweight;U-DEC;3;5:00;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Christian Leroy Duncan;0;59;0;0;Middleweight;U-DEC;3;5:00;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Pat Sabatini;0;27;2;1;Featherweight;"SUB

      

        Arm Triangle";2;1:48;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Lucas Almeida;0;2;0;0;Featherweight;"SUB

      

        Arm Triangle";2;1:48;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Manuel Torres;1;13;0;0;Lightweight;"KO/TKO

      

        Elbow";1;1:50;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Nikolas Motta;0;7;0;0;Lightweight;"KO/TKO

      

        Elbow";1;1:50;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Nicolas Dalby;0;86;2;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Muslim Salikhov;0;57;2;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alessandro Costa;1;65;0;0;Flyweight;"KO/TKO

      

        Elbows";2;1:03;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jimmy Flick;0;14;0;0;Flyweight;"KO/TKO

      

        Elbows";2;1:03;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Kyung Ho Kang;1;22;1;1;Bantamweight;"SUB

      

        Rear Naked Choke";1;2:25;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Cristian Quinonez;0;13;0;0;Bantamweight;"SUB

      

        Rear Naked Choke";1;2:25;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Carlos Hernandez;0;102;2;0;Flyweight;U-DEC;3;4:59;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Denys Bondar;0;76;2;0;Flyweight;U-DEC;3;4:59;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Tereza Bleda;0;57;3;0;Women's Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Gabriella Fernandes;0;23;0;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Dan Argueta;0;4;1;2;Bantamweight;Overturned;1;2:20;nc
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ronnie Lawrence;0;1;0;0;Bantamweight;Overturned;1;2:20;nc
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Modestas Bukauskas;0;56;0;0;Light Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Vettori vs. Cannonier;"Date:
      
      June 17, 2023";"Location:
      

      Las Vegas, Nevada, USA";Zac Pauga;0;67;1;0;Light Heavyweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Amanda Nunes;0;142;6;0;Women's Bantamweight;U-DEC;5;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Irene Aldana;0;41;0;0;Women's Bantamweight;U-DEC;5;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Charles Oliveira;1;26;0;0;Lightweight;"KO/TKO

      

        Punches";1;4:10;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Beneil Dariush;0;12;0;0;Lightweight;"KO/TKO

      

        Punches";1;4:10;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Mike Malott;1;19;2;1;Welterweight;"SUB

      

        Guillotine Choke";2;1:06;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Adam Fugitt;0;9;0;0;Welterweight;"SUB

      

        Guillotine Choke";2;1:06;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Dan Ige;1;88;0;0;Featherweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Nate Landwehr;0;74;0;0;Featherweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Marc-Andre Barriault;1;95;0;0;Middleweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Eryk Anders;0;83;1;0;Middleweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Nassourdine Imavov;0;57;3;1;Middleweight;CNC;2;3:04;nc
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Chris Curtis;0;26;0;0;Middleweight;CNC;2;3:04;nc
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Jasmine Jasudavicius;0;67;1;0;Women's Flyweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Miranda Maverick;0;63;0;0;Women's Flyweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Aiemann Zahabi;1;5;0;0;Bantamweight;"KO/TKO

      

        Punch";1;1:04;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Aoriqileng;0;5;0;0;Bantamweight;"KO/TKO

      

        Punch";1;1:04;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Kyle Nelson;0;59;0;0;Featherweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Blake Bilder;0;45;0;0;Featherweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Steve Erceg;0;54;3;1;Flyweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";David Dvorak;0;53;1;0;Flyweight;U-DEC;3;5:00;lose
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Diana Belbita;0;106;1;0;Women's Strawweight;U-DEC;3;5:00;win
UFC 289: Nunes vs. Aldana;"Date:
      
      June 10, 2023";"Location:
      

      Vancouver, British Columbia, Canada";Maria Oliveira;0;64;2;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Amir Albazi;0;43;1;1;Flyweight;S-DEC;5;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Kai Kara-France;0;99;2;0;Flyweight;S-DEC;5;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alex Caceres;0;60;1;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Daniel Pineda;0;27;3;1;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jim Miller;1;3;0;0;Lightweight;"KO/TKO

      

        Punch";1;0:23;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jesse Butler;0;1;0;0;Lightweight;"KO/TKO

      

        Punch";1;0:23;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Tim Elliott;0;28;6;0;Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Victor Altamirano;0;19;1;0;Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Karine Silva;0;3;1;1;Women's Flyweight;"SUB

      

        Other - Lock";1;1:45;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ketlen Souza;0;0;0;0;Women's Flyweight;"SUB

      

        Other - Lock";1;1:45;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Elizeu Zaleski dos Santos;0;42;0;0;Welterweight;S-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Abubakar Nurmagomedov;0;29;1;0;Welterweight;S-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Daniel Santos;0;50;3;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Johnny Munoz;0;18;1;1;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Don'Tale Mayes;1;25;0;0;Heavyweight;"KO/TKO

      

        Punch";2;3:17;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Andrei Arlovski;0;24;0;0;Heavyweight;"KO/TKO

      

        Punch";2;3:17;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";John Castaneda;1;40;3;0;Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Muin Gafurov;0;61;0;0;Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Muhammad Naimov;1;28;0;0;Lightweight;"KO/TKO

      

        Punch";2;2:59;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jamie Mullarkey;0;39;3;0;Lightweight;"KO/TKO

      

        Punch";2;2:59;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Elise Reed;0;53;0;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jinh Yu Frey;0;28;3;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Da'Mon Blackshear;0;66;1;0;Bantamweight;"KO/TKO

      

        Punches";2;3:54;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Luan Lacerda;0;28;1;1;Bantamweight;"KO/TKO

      

        Punches";2;3:54;lose
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Philipe Lins;0;45;1;0;Light Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Kara-France vs. Albazi;"Date:
      
      June 03, 2023";"Location:
      

      Las Vegas, Nevada, USA";Maxim Grishin;0;41;0;0;Light Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Dern vs. Hill;"Date:
      
      May 20, 2023";"Location:
      

      Las Vegas, Nevada, USA";Mackenzie Dern;1;126;3;0;Women's Strawweight;U-DEC;5;5:00;win
